ResponseID,Timestamp,Event,Department,EventType,Rating,Comments
R0463,2025-07-21 20:08:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Very useful content; would attend similar events again.
R0464,2025-09-04 14:03:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Good examples.
R0465,2025-07-15 01:40:52.129125,Music Fest,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0466,2025-09-05 12:10:52.129125,Cultural Night,Cultural Club,Cultural,2,"Not what I expected, the content was confusing."
R0467,2025-07-03 17:55:52.129125,Music Fest,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0468,2025-08-05 09:57:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,"Somewhat informative, but pacing felt off."
R0469,2025-08-15 15:41:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Very useful content; would attend similar events again.
R0470,2025-08-19 20:37:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,3,Average experience. Could be better organized.
R0471,2025-09-11 07:06:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,"Somewhat informative, but pacing felt off."
R0472,2025-08-29 01:54:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0473,2025-06-24 18:12:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,5,
R0474,2025-07-04 06:22:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,
R0475,2025-06-23 16:44:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,2,Too crowded and noisy; couldn't focus.
R0476,2025-08-11 03:33:52.129125,AI Workshop,Computer Science,Workshop,5,Very useful content; would attend similar events again.
R0477,2025-07-14 19:42:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,2,"Not what I expected, the content was confusing."
R0478,2025-08-11 14:42:52.129125,AI Workshop,Computer Science,Workshop,4,Fun and interactive. The cohort participation was great.
R0479,2025-07-02 00:02:52.129125,Music Fest,Cultural Club,Cultural,4,Well organized and helpful. Learned a lot.
R0480,2025-07-14 07:41:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Fun and interactive. The cohort participation was great.
R0481,2025-09-07 03:30:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Great speakers and practical examples. Loved it! Too long.
R0482,2025-08-24 10:31:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Great speakers and practical examples. Loved it! Good examples.
R0483,2025-07-06 15:40:52.129125,AI Workshop,Computer Science,Workshop,3,Neutral — neither very good nor very bad.
R0484,2025-08-20 22:41:52.129125,Music Fest,Cultural Club,Cultural,4,Really enjoyed the session — very informative and engaging.
R0485,2025-06-27 08:06:52.129125,Design Thinking Workshop,Design Dept,Workshop,2,Poorly organized and the speaker ran overtime.
R0486,2025-08-02 01:33:52.129125,Data Visualization Session,Data Science,Workshop,3,Neutral — neither very good nor very bad.
R0487,2025-08-28 20:10:52.129125,Design Thinking Workshop,Design Dept,Workshop,3,"Somewhat informative, but pacing felt off."
R0488,2025-09-08 17:42:52.129125,Cultural Night,Cultural Club,Cultural,3,Average experience. Could be better organized.
R0489,2025-06-24 04:16:52.129125,Cultural Night,Cultural Club,Cultural,4,Fun and interactive. The cohort participation was great.
R0490,2025-09-11 13:30:52.129125,Design Thinking Workshop,Design Dept,Workshop,3,
R0491,2025-09-03 17:20:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Great speakers and practical examples. Loved it!
R0492,2025-09-16 12:52:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,5,Very useful content; would attend similar events again.
R0493,2025-08-12 17:12:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Well organized and helpful. Learned a lot.
R0494,2025-07-27 08:53:52.129125,Data Visualization Session,Data Science,Workshop,3,"Somewhat informative, but pacing felt off."
R0495,2025-09-01 03:02:52.129125,Data Visualization Session,Data Science,Workshop,4,Great speakers and practical examples. Loved it!
R0496,2025-09-11 06:52:52.129125,Career Talk: Resume & Interview,Career Services,Seminar,4,Very useful content; would attend similar events again.
R0497,2025-08-19 14:52:52.129125,Design Thinking Workshop,Design Dept,Workshop,4,Really enjoyed the session — very informative and engaging.
R0498,2025-08-16 02:38:52.129125,Guest Lecture: Ethics in Tech,Philosophy Dept,Seminar,3,"It was okay, some parts were useful."
R0499,2025-09-18 07:16:52.129125,Startup Pitch Day,Entrepreneurship Club,Seminar,4,Fun and interactive. The cohort participation was great.
R0500,2025-07-06 16:03:52.129125,Data Visualization Session,Data Science,Workshop,5,Very useful content; would attend similar events again.
